,loss,accuracy,val_loss,val_accuracy,lr
0,3.384937047958374,0.06201550364494324,2.8405120372772217,0.19626498222351074,0.001
1,2.669563055038452,0.2366102933883667,2.15299391746521,0.4094432592391968,0.001
2,2.1267447471618652,0.3883897066116333,1.6951639652252197,0.5246652364730835,0.001
3,1.7043706178665161,0.5004404783248901,1.3200665712356567,0.6518675088882446,0.001
4,1.4204554557800293,0.5769908428192139,1.166401743888855,0.687455952167511,0.001
5,1.2196377515792847,0.6330162286758423,0.984065055847168,0.7269203662872314,0.001
6,1.0996932983398438,0.6669309139251709,0.9039570689201355,0.7544044852256775,0.001
7,0.9864800572395325,0.7026074528694153,0.8492971062660217,0.7674418687820435,0.001
8,0.8953930735588074,0.7237491011619568,0.7970696687698364,0.7758985161781311,0.001
9,0.8420978784561157,0.7396934628486633,0.7682880163192749,0.786821722984314,0.001
10,0.7754789590835571,0.7597780227661133,0.7739260196685791,0.7794221043586731,0.001
11,0.7014819979667664,0.7803910970687866,0.6879555583000183,0.8062015771865845,0.001
12,0.6706522703170776,0.7837385535240173,0.6522575616836548,0.8167724013328552,0.001
13,0.6251241564750671,0.805232584476471,0.6522954702377319,0.8174771070480347,0.001
14,0.5575693249702454,0.8187103867530823,0.6349220275878906,0.8241719603538513,0.001
15,0.5494937300682068,0.8241719603538513,0.6013901233673096,0.8269908428192139,0.001
16,0.5083840489387512,0.834566593170166,0.641627311706543,0.8227624893188477,0.001
17,0.4924681484699249,0.8394115567207336,0.6667589545249939,0.8054968118667603,0.001
18,0.46757635474205017,0.8469873070716858,0.609028160572052,0.8252290487289429,0.001
19,0.4256998300552368,0.8649576902389526,0.6324524283409119,0.8234672546386719,0.001
20,0.42260634899139404,0.858174741268158,0.6104774475097656,0.8255813717842102,0.001
21,0.37870386242866516,0.8780831694602966,0.6137613654136658,0.8340380787849426,0.001
22,0.38660958409309387,0.8725335001945496,0.6684101223945618,0.8100775480270386,0.001
23,0.36162418127059937,0.8816067576408386,0.5995527505874634,0.836152195930481,0.001
24,0.3495342433452606,0.8857470154762268,0.6078187823295593,0.8382663726806641,0.001
25,0.32064899802207947,0.8928822875022888,0.6896166205406189,0.810782253742218,0.001
26,0.3405323922634125,0.8847780227661133,0.6271865367889404,0.8280479311943054,0.001
27,0.31617796421051025,0.8995771408081055,0.629993736743927,0.8350951671600342,0.001
28,0.29488426446914673,0.9025722146034241,0.644066333770752,0.8350951671600342,0.001
29,0.2932281792163849,0.8993129134178162,0.6250666379928589,0.830866813659668,0.001
30,0.26510530710220337,0.911821722984314,0.6351833939552307,0.8365045785903931,0.001
31,0.2683831751346588,0.9105884432792664,0.6209756135940552,0.8393234610557556,0.001
32,0.2682627737522125,0.911909818649292,0.6287341713905334,0.830866813659668,0.001
33,0.2632608115673065,0.9149048328399658,0.7005327343940735,0.8329809904098511,0.001
34,0.2576700448989868,0.9128788113594055,0.6690796613693237,0.8347427845001221,0.001
35,0.24510884284973145,0.9186046719551086,0.6583530902862549,0.8396758437156677,0.001
36,0.23529163002967834,0.9237138628959656,0.6155144572257996,0.8410852551460266,0.001
37,0.21774233877658844,0.9263566136360168,0.676112174987793,0.8375616669654846,0.001
38,0.2172592431306839,0.9259161353111267,0.6343739032745361,0.8414376378059387,0.001
39,0.2208753228187561,0.9270613193511963,0.6315342783927917,0.8463706970214844,0.001
40,0.20962125062942505,0.9296159148216248,0.6669707894325256,0.8449612259864807,0.001
41,0.21778623759746552,0.9259161353111267,0.6329224705696106,0.8453136086463928,0.001
42,0.2113364040851593,0.930232584476471,0.6580462455749512,0.8424947261810303,0.001
43,0.20927871763706207,0.930232584476471,0.6516156196594238,0.8421423435211182,0.001
44,0.17683926224708557,0.939129650592804,0.6805949211120605,0.8453136086463928,0.00075
45,0.16261190176010132,0.9458245038986206,0.6822611093521118,0.8428470492362976,0.00075
46,0.152085080742836,0.9495242834091187,0.6658268570899963,0.8474277853965759,0.00075
47,0.16323792934417725,0.9454721808433533,0.6620380282402039,0.8551797270774841,0.00075
48,0.1518111377954483,0.9485553503036499,0.6685512661933899,0.8470754027366638,0.00075
49,0.13705562055110931,0.9535764455795288,0.6795958876609802,0.8498942852020264,0.00075
50,0.16228599846363068,0.9452078938484192,0.7035812139511108,0.8417900204658508,0.00075
51,0.14207306504249573,0.9519027471542358,0.6753054857254028,0.8534178733825684,0.00075
52,0.14867714047431946,0.9483791589736938,0.6289669871330261,0.8495419025421143,0.00075
53,0.14621448516845703,0.9506694674491882,0.6709829568862915,0.8488371968269348,0.00075
