,loss,accuracy,val_loss,val_accuracy,lr
0,3.4504811763763428,0.04642353951931,3.2479422092437744,0.0976039469242096,0.001
1,2.900084972381592,0.1818181872367859,2.429710865020752,0.34813249111175537,0.001
2,2.342660903930664,0.3232029676437378,2.0489275455474854,0.4217759072780609,0.001
3,2.081655502319336,0.393410861492157,1.8290096521377563,0.4961240291595459,0.001
4,1.8776934146881104,0.4467054307460785,1.5883299112319946,0.5532065033912659,0.001
5,1.6710580587387085,0.5041402578353882,1.4642596244812012,0.5926709175109863,0.001
6,1.5089811086654663,0.5556730031967163,1.311274528503418,0.6247357130050659,0.001
7,1.3656291961669922,0.5892353653907776,1.15463387966156,0.6719520688056946,0.001
8,1.2203408479690552,0.6317829489707947,1.0854731798171997,0.6906272172927856,0.001
9,1.1189292669296265,0.6604122519493103,0.9727284908294678,0.7241014838218689,0.001
10,1.0229432582855225,0.6886892318725586,0.884968101978302,0.7431289553642273,0.001
11,0.9496113061904907,0.709478497505188,0.8436223268508911,0.7692036628723145,0.001
12,0.8926118612289429,0.7271846532821655,0.7894535064697266,0.770260751247406,0.001
13,0.8584077954292297,0.7292988300323486,0.7866135835647583,0.7797744870185852,0.001
14,0.8109925985336304,0.7457716464996338,0.7578393220901489,0.7857646346092224,0.001
15,0.7469725012779236,0.7640944123268127,0.7398279905319214,0.788583517074585,0.001
16,0.7198408246040344,0.770172655582428,0.7243817448616028,0.7935165762901306,0.001
17,0.6969103217124939,0.7781007885932922,0.7005797028541565,0.797744870185852,0.001
18,0.6787450313568115,0.785059928894043,0.7140103578567505,0.7966877818107605,0.001
19,0.646162211894989,0.792195200920105,0.6686211228370667,0.8139534592628479,0.001
20,0.6179105639457703,0.8027660250663757,0.6908104419708252,0.797744870185852,0.001
21,0.587378978729248,0.8087561726570129,0.6937917470932007,0.8051444888114929,0.001
22,0.5849202275276184,0.8101655840873718,0.6507788300514221,0.812544047832489,0.001
23,0.5371719598770142,0.8269908428192139,0.6604591608047485,0.8114869594573975,0.001
24,0.536068856716156,0.8267265558242798,0.6433477997779846,0.8167724013328552,0.001
